gene,trans,speciesMatch,chr,five_prime_UTR,three_prime_UTR,evalue,bitScore,rawValue,percentMatch,other,proteinMatch,noSpeciesMatchesPerTranscript
Zm00001d011700,Zm00001d011700_T008,brachypodium,8,159172469,159180776,0,1923,2553,80.689,2060,KQK09427,4
Zm00001d011700,Zm00001d011700_T008,brachypodium,8,159172469,159180776,0,1923,2553,80.689,2060,PNT72693,4
Zm00001d011700,Zm00001d011700_T008,brachypodium,8,159172469,159180776,0,1921,2546,80.715,2055,KQK09429,4
Zm00001d011700,Zm00001d011700_T008,rice,8,159172469,159180776,0,1820,2130,82.3,1753,Os01t0709500-03,4
Zm00001d011700,Zm00001d011700_T008,rice,8,159172469,159180776,0,1210,1392,82.543,1149,Os01t0709500-04,4
Zm00001d011700,Zm00001d011700_T010,sorghum,8,159172521,159180656,0,2817,1848,94.21,1741,KXG33225,4
Zm00001d011700,Zm00001d011700_T010,sorghum,8,159172521,159180656,0,2817,1848,94.21,1741,KXG33228,4
Zm00001d011700,Zm00001d011700_T010,sorghum,8,159172521,159180656,0,2817,1848,94.21,1741,KXG33227,4
Zm00001d011700,Zm00001d011700_T010,sorghum,8,159172521,159180656,0,2817,1848,94.21,1741,KXG33226,4
Zm00001d011700,Zm00001d011700_T010,sorghum,8,159172521,159180656,0,2778,1848,93.885,1735,OQU87406,4
Zm00001d011700,Zm00001d011700_T010,sorghum,8,159172521,159180656,0,2778,1848,93.885,1735,OQU87405,4
Zm00001d011700,Zm00001d011700_T010,sorghum,8,159172521,159180656,0,2778,1848,93.885,1735,OQU87404,4
Zm00001d011700,Zm00001d011700_T010,setaria,8,159172521,159180656,0,2416,1847,90.363,1669,KQL06660,4
Zm00001d011700,Zm00001d011700_T010,rice,8,159172521,159180656,0,1685,1854,83.225,1543,Os01t0709500-03,4
Zm00001d011700,Zm00001d011700_T010,brachypodium,8,159172521,159180656,0,1642,1859,82.84,1540,KQK09429,4
Zm00001d011700,Zm00001d011700_T010,brachypodium,8,159172521,159180656,0,1642,1859,82.84,1540,KQK09428,4
Zm00001d011700,Zm00001d011700_T010,brachypodium,8,159172521,159180656,0,1642,1859,82.84,1540,KQK09427,4
Zm00001d011700,Zm00001d011700_T010,brachypodium,8,159172521,159180656,0,1642,1859,82.84,1540,PNT72693,4
Zm00001d011700,Zm00001d011700_T010,rice,8,159172521,159180656,0,1210,1392,82.543,1149,Os01t0709500-04,4
Zm00001d011700,Zm00001d011700_T015,sorghum,8,159172579,159180481,0,3751,2514,93.715,2356,KXG33225,4
Zm00001d011700,Zm00001d011700_T015,sorghum,8,159172579,159180481,0,3751,2514,93.715,2356,KXG33228,4
Zm00001d011700,Zm00001d011700_T015,sorghum,8,159172579,159180481,0,3751,2514,93.715,2356,KXG33227,4
Zm00001d011700,Zm00001d011700_T015,sorghum,8,159172579,159180481,0,3751,2514,93.715,2356,KXG33226,4
Zm00001d011700,Zm00001d011700_T015,sorghum,8,159172579,159180481,0,3712,2514,93.477,2350,OQU87406,4
Zm00001d011700,Zm00001d011700_T015,sorghum,8,159172579,159180481,0,3712,2514,93.477,2350,OQU87405,4
Zm00001d011700,Zm00001d011700_T015,sorghum,8,159172579,159180481,0,3712,2514,93.477,2350,OQU87404,4
Zm00001d011700,Zm00001d011700_T015,setaria,8,159172579,159180481,0,2948,2511,88.132,2213,KQL06660,4
Zm00001d011700,Zm00001d011700_T015,brachypodium,8,159172579,159180481,0,1923,2553,80.689,2060,KQK09428,4
Zm00001d011700,Zm00001d011700_T015,brachypodium,8,159172579,159180481,0,1923,2553,80.689,2060,KQK09427,4
Zm00001d011700,Zm00001d011700_T015,brachypodium,8,159172579,159180481,0,1923,2553,80.689,2060,PNT72693,4
Zm00001d011700,Zm00001d011700_T015,brachypodium,8,159172579,159180481,0,1921,2546,80.715,2055,KQK09429,4
Zm00001d011700,Zm00001d011700_T015,rice,8,159172579,159180481,0,1820,2130,82.3,1753,Os01t0709500-03,4
Zm00001d011700,Zm00001d011700_T015,rice,8,159172579,159180481,0,1210,1392,82.543,1149,Os01t0709500-04,4
Zm00001d011700,Zm00001d011700_T014,sorghum,8,159172552,159180776,0,4294,2976,92.944,2766,OQU87406,4
Zm00001d011700,Zm00001d011700_T014,sorghum,8,159172552,159180776,0,4266,2982,92.757,2766,KXG33227,4
Zm00001d011700,Zm00001d011700_T014,sorghum,8,159172552,159180776,0,3980,2731,93.189,2545,OQU87405,4
Zm00001d011700,Zm00001d011700_T014,sorghum,8,159172552,159180776,0,3952,2737,92.985,2545,KXG33228,4
Zm00001d011700,Zm00001d011700_T014,sorghum,8,159172552,159180776,0,3790,2547,93.64,2385,OQU87404,4
Zm00001d011700,Zm00001d011700_T014,sorghum,8,159172552,159180776,6.83E-85,318,247,90.283,223,OQU87404,4
Zm00001d011700,Zm00001d011700_T014,sorghum,8,159172552,159180776,0,3762,2553,93.42,2385,KXG33225,4
Zm00001d011700,Zm00001d011700_T014,sorghum,8,159172552,159180776,0,3762,2553,93.42,2385,KXG33226,4
Zm00001d011700,Zm00001d011700_T014,sorghum,8,159172552,159180776,6.83E-85,318,247,90.283,223,KXG33226,4
Zm00001d011700,Zm00001d011700_T014,setaria,8,159172552,159180776,0,2909,2511,87.893,2207,KQL06660,4
Zm00001d011700,Zm00001d011700_T014,setaria,8,159172552,159180776,1.18E-62,244,237,85.654,203,KQL06660,4
Zm00001d011700,Zm00001d011700_T014,brachypodium,8,159172552,159180776,0,1895,2553,80.533,2056,KQK09428,4
Zm00001d011700,Zm00001d011700_T014,brachypodium,8,159172552,159180776,0,1895,2553,80.533,2056,KQK09427,4
Zm00001d011700,Zm00001d011700_T014,brachypodium,8,159172552,159180776,0,1895,2553,80.533,2056,PNT72693,4
Zm00001d011700,Zm00001d011700_T014,brachypodium,8,159172552,159180776,0,1893,2546,80.558,2051,KQK09429,4
Zm00001d011700,Zm00001d011700_T014,rice,8,159172552,159180776,0,1786,2130,82.066,1748,Os01t0709500-03,4
Zm00001d011700,Zm00001d011700_T014,rice,8,159172552,159180776,0,1177,1392,82.184,1144,Os01t0709500-04,4
Zm00001d011700,Zm00001d011700_T011,sorghum,8,159172522,159180703,0,4169,2835,93.369,2647,KXG33228,4
Zm00001d011700,Zm00001d011700_T011,sorghum,8,159172522,159180703,0,4130,2835,93.157,2641,OQU87405,4
Zm00001d011700,Zm00001d011700_T011,sorghum,8,159172522,159180703,0,4048,2722,93.644,2549,KXG33227,4
Zm00001d011700,Zm00001d011700_T011,sorghum,8,159172522,159180703,0,4010,2722,93.424,2543,OQU87406,4
Zm00001d011700,Zm00001d011700_T011,sorghum,8,159172522,159180703,0,3801,2553,93.655,2391,KXG33225,4
Zm00001d011700,Zm00001d011700_T011,sorghum,8,159172522,159180703,0,3801,2553,93.655,2391,KXG33226,4
Zm00001d011700,Zm00001d011700_T011,sorghum,8,159172522,159180703,0,3762,2553,93.42,2385,OQU87404,4
Zm00001d011700,Zm00001d011700_T011,setaria,8,159172522,159180703,0,2948,2511,88.132,2213,KQL06660,4
Zm00001d011700,Zm00001d011700_T011,brachypodium,8,159172522,159180703,0,1923,2553,80.689,2060,KQK09428,4
Zm00001d011700,Zm00001d011700_T011,brachypodium,8,159172522,159180703,0,1923,2553,80.689,2060,KQK09427,4
Zm00001d011700,Zm00001d011700_T011,brachypodium,8,159172522,159180703,0,1923,2553,80.689,2060,PNT72693,4
Zm00001d011700,Zm00001d011700_T011,brachypodium,8,159172522,159180703,0,1921,2546,80.715,2055,KQK09429,4
Zm00001d011700,Zm00001d011700_T011,rice,8,159172522,159180703,0,1820,2130,82.3,1753,Os01t0709500-03,4
Zm00001d011700,Zm00001d011700_T011,rice,8,159172522,159180703,0,1210,1392,82.543,1149,Os01t0709500-04,4
Zm00001d011700,Zm00001d011700_T002,sorghum,8,159172370,159181013,0,4362,2967,93.36,2770,KXG33227,4
Zm00001d011700,Zm00001d011700_T002,sorghum,8,159172370,159181013,0,4324,2967,93.158,2764,OQU87406,4
Zm00001d011700,Zm00001d011700_T002,sorghum,8,159172370,159181013,0,4048,2722,93.644,2549,KXG33228,4
Zm00001d011700,Zm00001d011700_T002,sorghum,8,159172370,159181013,0,4010,2722,93.424,2543,OQU87405,4
Zm00001d011700,Zm00001d011700_T002,sorghum,8,159172370,159181013,0,3801,2553,93.655,2391,KXG33225,4
Zm00001d011700,Zm00001d011700_T002,sorghum,8,159172370,159181013,0,3801,2553,93.655,2391,KXG33226,4
Zm00001d011700,Zm00001d011700_T002,sorghum,8,159172370,159181013,6.81E-85,318,247,90.283,223,KXG33226,4
Zm00001d011700,Zm00001d011700_T002,sorghum,8,159172370,159181013,0,3762,2553,93.42,2385,OQU87404,4
Zm00001d011700,Zm00001d011700_T002,sorghum,8,159172370,159181013,6.81E-85,318,247,90.283,223,OQU87404,4
Zm00001d011700,Zm00001d011700_T002,setaria,8,159172370,159181013,0,2948,2511,88.132,2213,KQL06660,4
Zm00001d011700,Zm00001d011700_T002,setaria,8,159172370,159181013,1.17E-62,244,237,85.654,203,KQL06660,4
Zm00001d011700,Zm00001d011700_T002,brachypodium,8,159172370,159181013,0,1923,2553,80.689,2060,KQK09428,4
Zm00001d011700,Zm00001d011700_T002,brachypodium,8,159172370,159181013,0,1923,2553,80.689,2060,KQK09427,4
Zm00001d011700,Zm00001d011700_T002,brachypodium,8,159172370,159181013,0,1923,2553,80.689,2060,PNT72693,4
Zm00001d011700,Zm00001d011700_T002,brachypodium,8,159172370,159181013,0,1921,2546,80.715,2055,KQK09429,4
Zm00001d011700,Zm00001d011700_T002,rice,8,159172370,159181013,0,1820,2130,82.3,1753,Os01t0709500-03,4
Zm00001d011700,Zm00001d011700_T002,rice,8,159172370,159181013,0,1210,1392,82.543,1149,Os01t0709500-04,4
Zm00001d011700,Zm00001d011700_T006,sorghum,8,159172398,159180703,0,3751,2514,93.715,2356,KXG33225,4
Zm00001d011700,Zm00001d011700_T006,sorghum,8,159172398,159180703,0,3751,2514,93.715,2356,KXG33228,4
Zm00001d011700,Zm00001d011700_T006,sorghum,8,159172398,159180703,0,3751,2514,93.715,2356,KXG33227,4
Zm00001d011700,Zm00001d011700_T006,sorghum,8,159172398,159180703,0,3751,2514,93.715,2356,KXG33226,4
Zm00001d011700,Zm00001d011700_T006,sorghum,8,159172398,159180703,0,3712,2514,93.477,2350,OQU87406,4
Zm00001d011700,Zm00001d011700_T006,sorghum,8,159172398,159180703,0,3712,2514,93.477,2350,OQU87405,4
Zm00001d011700,Zm00001d011700_T006,sorghum,8,159172398,159180703,0,3712,2514,93.477,2350,OQU87404,4
Zm00001d011700,Zm00001d011700_T006,setaria,8,159172398,159180703,0,2948,2511,88.132,2213,KQL06660,4
Zm00001d011700,Zm00001d011700_T006,brachypodium,8,159172398,159180703,0,1923,2553,80.689,2060,KQK09428,4
Zm00001d011700,Zm00001d011700_T006,brachypodium,8,159172398,159180703,0,1923,2553,80.689,2060,KQK09427,4
Zm00001d011700,Zm00001d011700_T006,brachypodium,8,159172398,159180703,0,1923,2553,80.689,2060,PNT72693,4
Zm00001d011700,Zm00001d011700_T006,brachypodium,8,159172398,159180703,0,1921,2546,80.715,2055,KQK09429,4
Zm00001d011700,Zm00001d011700_T006,rice,8,159172398,159180703,0,1820,2130,82.3,1753,Os01t0709500-03,4
Zm00001d011700,Zm00001d011700_T006,rice,8,159172398,159180703,0,1210,1392,82.543,1149,Os01t0709500-04,4
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,0,2538,2070,89.324,1849,KXG27661,3
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,8.68E-133,477,353,91.218,322,KXG27661,3
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,0,2538,2070,89.324,1849,KXG27662,3
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,5.81E-55,219,170,90,153,KXG27662,3
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,0,2538,2070,89.324,1849,KXG27660,3
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,8.68E-133,477,353,91.218,322,KXG27660,3
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,0,2538,2070,89.324,1849,OQU82794,3
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,8.68E-133,477,353,91.218,322,OQU82794,3
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,0,2538,2070,89.324,1849,OQU82793,3
Zm00001d025899,Zm00001d025899_T002,sorghum,10,133314417,133319808,8.68E-133,477,353,91.218,322,OQU82793,3
Zm00001d025899,Zm00001d025899_T002,rice,10,133314417,133319808,0,1616,2246,80.454,1807,Os02t0481900-02,3
Zm00001d025899,Zm00001d025899_T002,setaria,10,133314417,133319808,0,933,743,89.367,664,KQK99807,3
Zm00001d025899,Zm00001d025899_T002,setaria,10,133314417,133319808,0,754,1048,80.248,841,KQK99807,3
Zm00001d025899,Zm00001d025899_T002,setaria,10,133314417,133319808,0,922,734,89.373,656,KQK99808,3
Zm00001d025899,Zm00001d025899_T002,setaria,10,133314417,133319808,0,719,1002,80.24,804,KQK99808,3
Zm00001d025899,Zm00001d025899_T002,rice,10,133314417,133319808,7.52E-54,215,291,80.756,235,Os02t0481900-01,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.75E-172,608,413,93.22,385,KXG27661,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.11E-134,483,327,93.272,305,KXG27661,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,5.16E-133,477,353,91.218,322,KXG27661,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,4.13E-109,398,245,95.918,235,KXG27661,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.75E-172,608,413,93.22,385,KXG27662,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.11E-134,483,327,93.272,305,KXG27662,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,4.13E-109,398,245,95.918,235,KXG27662,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,3.45E-55,219,170,90,153,KXG27662,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.75E-172,608,413,93.22,385,KXG27660,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.11E-134,483,327,93.272,305,KXG27660,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,5.16E-133,477,353,91.218,322,KXG27660,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,4.13E-109,398,245,95.918,235,KXG27660,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.75E-172,608,413,93.22,385,OQU82794,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.11E-134,483,327,93.272,305,OQU82794,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,5.16E-133,477,353,91.218,322,OQU82794,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,4.13E-109,398,245,95.918,235,OQU82794,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.75E-172,608,413,93.22,385,OQU82793,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,1.11E-134,483,327,93.272,305,OQU82793,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,5.16E-133,477,353,91.218,322,OQU82793,3
Zm00001d025899,Zm00001d025899_T001,sorghum,10,133314417,133319808,4.13E-109,398,245,95.918,235,OQU82793,3
Zm00001d025899,Zm00001d025899_T001,rice,10,133314417,133319808,4.91E-168,593,704,82.67,582,Os02t0481900-02,3
Zm00001d025899,Zm00001d025899_T001,rice,10,133314417,133319808,1.55E-78,296,245,88.571,217,Os02t0481900-02,3
Zm00001d025899,Zm00001d025899_T001,setaria,10,133314417,133319808,1.14E-114,416,321,90.031,289,KQK99808,3
Zm00001d025899,Zm00001d025899_T001,setaria,10,133314417,133319808,9.2E-86,320,245,90.204,221,KQK99808,3
Zm00001d025899,Zm00001d025899_T001,setaria,10,133314417,133319808,1.14E-114,416,321,90.031,289,KQK99807,3
Zm00001d025899,Zm00001d025899_T001,setaria,10,133314417,133319808,9.2E-86,320,245,90.204,221,KQK99807,3
Zm00001d025899,Zm00001d025899_T001,rice,10,133314417,133319808,4.47E-54,215,291,80.756,235,Os02t0481900-01,3
Zm00001d028830,Zm00001d028830_T008,sorghum,1,47982387,47988533,0,2558,1669,94.548,1578,EER94990,3
Zm00001d028830,Zm00001d028830_T008,setaria,1,47982387,47988533,0,2239,1655,91.239,1510,KQK91236,3
Zm00001d028830,Zm00001d028830_T008,sorghum,1,47982387,47988533,0,1847,1236,93.932,1161,OQU92734,3
Zm00001d028830,Zm00001d028830_T008,sorghum,1,47982387,47988533,1.67E-128,462,289,95.502,276,OQU92734,3
Zm00001d028830,Zm00001d028830_T008,brachypodium,1,47982387,47988533,0,1576,1671,83.902,1402,KQK22046,3
Zm00001d028830,Zm00001d028830_T001,sorghum,1,47982359,47986409,0,2150,1329,95.862,1274,OQU92734,3
Zm00001d028830,Zm00001d028830_T001,sorghum,1,47982359,47986409,0,2150,1329,95.862,1274,EER94990,3
Zm00001d028830,Zm00001d028830_T001,setaria,1,47982359,47986409,0,1829,1329,91.497,1216,KQK91236,3
Zm00001d028830,Zm00001d028830_T001,rice,1,47982359,47986409,0,1410,1329,85.854,1141,Os03t0301800-01,3
Zm00001d028830,Zm00001d028830_T002,sorghum,1,47982359,47988628,0,2150,1329,95.862,1274,OQU92734,3
Zm00001d028830,Zm00001d028830_T002,sorghum,1,47982359,47988628,0,2150,1329,95.862,1274,EER94990,3
Zm00001d028830,Zm00001d028830_T002,setaria,1,47982359,47988628,0,1829,1329,91.497,1216,KQK91236,3
Zm00001d028830,Zm00001d028830_T002,rice,1,47982359,47988628,0,1410,1329,85.854,1141,Os03t0301800-01,3
Zm00001d028830,Zm00001d028830_T013,sorghum,1,47983235,47988550,0,2569,1702,94.183,1603,EER94990,3
Zm00001d028830,Zm00001d028830_T013,setaria,1,47983235,47988550,0,2239,1655,91.239,1510,KQK91236,3
Zm00001d028830,Zm00001d028830_T013,sorghum,1,47983235,47988550,0,1858,1269,93.459,1186,OQU92734,3
Zm00001d028830,Zm00001d028830_T013,sorghum,1,47983235,47988550,1.69E-128,462,289,95.502,276,OQU92734,3
Zm00001d028830,Zm00001d028830_T013,brachypodium,1,47983235,47988550,0,1587,1702,83.784,1426,KQK22046,3
Zm00001d028830,Zm00001d028830_T005,sorghum,1,47982385,47987917,0,1195,752,95.346,717,OQU92734,3
Zm00001d028830,Zm00001d028830_T005,sorghum,1,47982385,47987917,7.61E-141,503,389,91.003,354,OQU92734,3
Zm00001d028830,Zm00001d028830_T005,sorghum,1,47982385,47987917,0,1195,752,95.346,717,EER94990,3
Zm00001d028830,Zm00001d028830_T005,sorghum,1,47982385,47987917,0,758,536,92.91,498,EER94990,3
Zm00001d028830,Zm00001d028830_T005,setaria,1,47982385,47987917,0,1042,726,92.562,672,KQK91236,3
Zm00001d028830,Zm00001d028830_T005,setaria,1,47982385,47987917,0,713,521,91.555,477,KQK91236,3
Zm00001d028830,Zm00001d028830_T005,brachypodium,1,47982385,47987917,7.66E-136,486,522,83.716,437,KQK22046,3
Zm00001d028830,Zm00001d028830_T006,sorghum,1,47982385,47988533,0,2558,1669,94.548,1578,EER94990,3
Zm00001d028830,Zm00001d028830_T006,setaria,1,47982385,47988533,0,2239,1655,91.239,1510,KQK91236,3
Zm00001d028830,Zm00001d028830_T006,sorghum,1,47982385,47988533,0,1847,1236,93.932,1161,OQU92734,3
Zm00001d028830,Zm00001d028830_T006,sorghum,1,47982385,47988533,1.67E-128,462,289,95.502,276,OQU92734,3
Zm00001d028830,Zm00001d028830_T006,brachypodium,1,47982385,47988533,0,1576,1671,83.902,1402,KQK22046,3
Zm00001d028830,Zm00001d028830_T015,sorghum,1,47986603,47988610,0,1406,943,93.955,886,EER94990,3
Zm00001d028830,Zm00001d028830_T015,setaria,1,47986603,47988610,0,1232,957,90.178,863,KQK91236,3
Zm00001d028830,Zm00001d028830_T015,brachypodium,1,47986603,47988610,0,846,928,83.405,774,KQK22046,3
Zm00001d028830,Zm00001d028830_T015,sorghum,1,47986603,47988610,0,695,510,91.961,469,OQU92734,3
Zm00001d028830,Zm00001d028830_T015,sorghum,1,47986603,47988610,9.3E-129,462,289,95.502,276,OQU92734,3
Zm00001d028830,Zm00001d028830_T012,sorghum,1,47982652,47988628,0,2025,1356,93.953,1274,OQU92734,3
Zm00001d028830,Zm00001d028830_T012,sorghum,1,47982652,47988628,0,2025,1356,93.953,1274,EER94990,3
Zm00001d028830,Zm00001d028830_T012,setaria,1,47982652,47988628,0,1725,1356,89.971,1220,KQK91236,3
Zm00001d028830,Zm00001d028830_T012,rice,1,47982652,47988628,0,1323,1193,86.672,1034,Os03t0301800-01,3
Zm00001d028830,Zm00001d028830_T011,sorghum,1,47982388,47986409,0,1917,1179,96.014,1132,OQU92734,3
Zm00001d028830,Zm00001d028830_T011,sorghum,1,47982388,47986409,0,1917,1179,96.014,1132,EER94990,3
Zm00001d028830,Zm00001d028830_T011,setaria,1,47982388,47986409,0,1602,1179,91.179,1075,KQK91236,3
Zm00001d028830,Zm00001d028830_T011,rice,1,47982388,47986409,0,1232,1179,85.581,1009,Os03t0301800-01,3
Zm00001d028830,Zm00001d028830_T009,sorghum,1,47982387,47988543,0,2569,1702,94.183,1603,EER94990,3
Zm00001d028830,Zm00001d028830_T009,setaria,1,47982387,47988543,0,2239,1655,91.239,1510,KQK91236,3
Zm00001d028830,Zm00001d028830_T009,sorghum,1,47982387,47988543,0,1858,1269,93.459,1186,OQU92734,3
Zm00001d028830,Zm00001d028830_T009,sorghum,1,47982387,47988543,1.69E-128,462,289,95.502,276,OQU92734,3
Zm00001d028830,Zm00001d028830_T009,brachypodium,1,47982387,47988543,0,1587,1702,83.784,1426,KQK22046,3
Zm00001d028830,Zm00001d028830_T010,sorghum,1,47982387,47988543,0,2150,1329,95.862,1274,OQU92734,3
Zm00001d028830,Zm00001d028830_T010,sorghum,1,47982387,47988543,0,2150,1329,95.862,1274,EER94990,3
Zm00001d028830,Zm00001d028830_T010,setaria,1,47982387,47988543,0,1829,1329,91.497,1216,KQK91236,3
Zm00001d028830,Zm00001d028830_T010,rice,1,47982387,47988543,0,1410,1329,85.854,1141,Os03t0301800-01,3
Zm00001d028830,Zm00001d028830_T004,sorghum,1,47982385,47987917,0,1035,641,95.788,614,OQU92734,3
Zm00001d028830,Zm00001d028830_T004,sorghum,1,47982385,47987917,1.93E-141,505,393,90.84,357,OQU92734,3
Zm00001d028830,Zm00001d028830_T004,sorghum,1,47982385,47987917,0,1035,641,95.788,614,EER94990,3
Zm00001d028830,Zm00001d028830_T004,sorghum,1,47982385,47987917,0,760,540,92.778,501,EER94990,3
Zm00001d028830,Zm00001d028830_T004,setaria,1,47982385,47987917,0,893,615,92.846,571,KQK91236,3
Zm00001d028830,Zm00001d028830_T004,setaria,1,47982385,47987917,0,715,522,91.571,478,KQK91236,3
Zm00001d028830,Zm00001d028830_T004,brachypodium,1,47982385,47987917,1.95E-136,488,523,83.748,438,KQK22046,3
Zm00001d028830,Zm00001d028830_T003,sorghum,1,47982359,47988628,0,2150,1329,95.862,1274,OQU92734,3
Zm00001d028830,Zm00001d028830_T003,sorghum,1,47982359,47988628,0,2150,1329,95.862,1274,EER94990,3
Zm00001d028830,Zm00001d028830_T003,setaria,1,47982359,47988628,0,1829,1329,91.497,1216,KQK91236,3
Zm00001d028830,Zm00001d028830_T003,rice,1,47982359,47988628,0,1410,1329,85.854,1141,Os03t0301800-01,3
Zm00001d028830,Zm00001d028830_T016,sorghum,1,47987944,47988628,3.33E-129,462,289,95.502,276,OQU92734,3
Zm00001d028830,Zm00001d028830_T016,sorghum,1,47987944,47988628,3.33E-129,462,289,95.502,276,EER94990,3
Zm00001d028830,Zm00001d028830_T016,setaria,1,47987944,47988628,9.38E-120,431,305,92.131,281,KQK91236,3
Zm00001d028830,Zm00001d028830_T016,brachypodium,1,47987944,47988628,1.64E-87,324,289,86.851,251,KQK22046,3
Zm00001d019765,Zm00001d019765_T001,sorghum,7,58175007,58176637,0,1759,1119,95.085,1064,KXG35138,3
Zm00001d019765,Zm00001d019765_T001,sorghum,7,58175007,58176637,0,1759,1119,95.085,1064,OQU89041,3
Zm00001d019765,Zm00001d019765_T001,setaria,7,58175007,58176637,0,1496,1128,90.78,1024,KQL23642,3
Zm00001d019765,Zm00001d019765_T001,brachypodium,7,58175007,58176637,0,749,820,83.415,684,PNT65207,3
Zm00001d031523,Zm00001d031523_T001,sorghum,1,192799114,192800514,0,1535,1419,86.61,1229,EES15358,3
Zm00001d031523,Zm00001d031523_T001,setaria,1,192799114,192800514,0,1205,1415,82.544,1168,KQL02512,3
Zm00001d031523,Zm00001d031523_T001,brachypodium,1,192799114,192800514,0,676,1431,75.961,1087,KQJ98998,3
Zm00001d015010,Zm00001d015010_T001,sorghum,5,72045686,72058064,0,1303,1229,86.249,1060,EES06164,3
Zm00001d015010,Zm00001d015010_T001,setaria,5,72045686,72058064,0,929,1218,80.87,985,KQL29030,3
Zm00001d015010,Zm00001d015010_T001,brachypodium,5,72045686,72058064,0,660,1091,77.91,850,KQJ92926,3
Zm00001d053311,Zm00001d053311_T001,sorghum,4,225550062,225551773,0,678,669,85.65,573,KXG37432,3
Zm00001d053311,Zm00001d053311_T001,setaria,4,225550062,225551773,2.82E-129,464,608,81.743,497,KQK86813,3
Zm00001d053311,Zm00001d053311_T001,setaria,4,225550062,225551773,2.82E-129,464,608,81.743,497,KQK86812,3
Zm00001d053311,Zm00001d053311_T001,sorghum,4,225550062,225551773,1.07E-88,329,224,93.75,210,KXG19242,3
Zm00001d053311,Zm00001d053311_T001,rice,4,225550062,225551773,4E-63,244,211,88.152,186,Os06t0137400-00,3
Zm00001d038020,Zm00001d038020_T001,sorghum,6,145388523,145391962,0,1504,1330,87.669,1166,KXG21749,3
Zm00001d038020,Zm00001d038020_T001,sorghum,6,145388523,145391962,0,1491,1259,88.483,1114,OQU77787,3
Zm00001d038020,Zm00001d038020_T001,sorghum,6,145388523,145391962,0,1491,1259,88.483,1114,KXG21748,3
Zm00001d038020,Zm00001d038020_T001,setaria,6,145388523,145391962,0,1327,1073,89.096,956,KQL15933,3
Zm00001d038020,Zm00001d038020_T001,setaria,6,145388523,145391962,0,1327,1073,89.096,956,KQL15934,3
Zm00001d038020,Zm00001d038020_T001,rice,6,145388523,145391962,0,835,978,82.311,805,Os05t0353500-01,3
Zm00001d038020,Zm00001d038020_T001,sorghum,6,145388523,145391962,7.22E-08,62.1,33,100,33,OQU90662,3
Zm00001d038020,Zm00001d038020_T001,setaria,6,145388523,145391962,2.6E-07,60.2,38,94.737,36,KQL27291,3
Zm00001d038020,Zm00001d038020_T002,setaria,6,145388531,145391943,2.41E-110,401,353,87.252,308,KQL15933,2
Zm00001d038020,Zm00001d038020_T002,setaria,6,145388531,145391943,2.41E-110,401,353,87.252,308,KQL15934,2
Zm00001d038020,Zm00001d038020_T002,rice,6,145388531,145391943,1.19E-68,263,276,84.058,232,Os05t0353500-01,2
Zm00001d048624,Zm00001d048624_T001,sorghum,4,1538337,1539457,6.22E-154,545,512,87.109,446,OQU92409,2
Zm00001d048624,Zm00001d048624_T001,setaria,4,1538337,1539457,1.82E-119,431,532,82.331,438,KQK90465,2
Zm00001d038678,Zm00001d038678_T001,sorghum,6,162432307,162441044,0,824,486,97.325,473,OQU78285,4
